pop_cd,year,month,avg_score,avg_rat,city,sex,ages,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment
Y55,2016,5,812,3,,여자,50대,4501000,3.1,1.78,1170000,87430000,75110000,56580000,1330000,2580000,3770000,480000,11140000,30570000,31470000,19790000,106030000,576000,296000
Y55,2016,6,812,3,,여자,50대,4507000,3.11,1.78,1250000,88160000,75680000,56910000,1340000,2610000,3810000,500000,11160000,30860000,31710000,19960000,106600000,618000,310000
Y55,2016,7,813,3,,여자,50대,4515000,3.11,1.79,1210000,88600000,76130000,57130000,1350000,2630000,3850000,520000,11150000,31100000,31910000,20040000,107220000,610000,296000
Y55,2016,8,814,3,,여자,50대,4520000,3.12,1.79,1250000,89160000,76670000,57460000,1370000,2650000,3870000,530000,11160000,31420000,32120000,20150000,107890000,625000,321000
Y55,2016,9,813,3,,여자,50대,4524000,3.13,1.8,1270000,89720000,77190000,57670000,1380000,2680000,3990000,540000,11140000,31800000,32250000,20310000,108400000,643000,305000
Y55,2016,10,814,3,,여자,50대,4529000,3.14,1.81,1230000,90310000,77690000,57930000,1390000,2690000,4040000,550000,11140000,31990000,32560000,20340000,109060000,619000,306000
Y55,2016,11,814,3,,여자,50대,4534000,3.14,1.81,1290000,90980000,78290000,58220000,1410000,2710000,4090000,570000,11150000,32330000,32780000,20460000,109820000,634000,333000
Y55,2016,12,814,3,,여자,50대,4539000,3.15,1.82,1270000,91450000,78680000,58350000,1430000,2750000,4140000,580000,11150000,32580000,32910000,20560000,110290000,629000,327000
Y55,2017,1,815,3,,여자,50대,4563000,3.14,1.82,1310000,91920000,79090000,58460000,1440000,2790000,4200000,590000,11180000,32770000,33080000,20640000,110840000,661000,328000
Y55,2017,2,814,3,,여자,50대,4570000,3.15,1.83,1290000,92300000,79330000,58410000,1470000,2800000,4220000,680000,11150000,32850000,33250000,20700000,111280000,660000,322000
Y55,2017,3,815,3,,여자,50대,4588000,3.16,1.83,1190000,92590000,79580000,58560000,1480000,2810000,4250000,690000,11160000,33030000,33310000,20770000,111650000,600000,289000
Y55,2017,4,815,3,,여자,50대,4600000,3.18,1.84,1340000,92870000,79850000,58640000,1490000,2840000,4260000,700000,11140000,33240000,33380000,20840000,112060000,682000,328000
Y55,2017,5,815,3,,여자,50대,4607000,3.19,1.85,1290000,93150000,80150000,58800000,1500000,2870000,4250000,710000,11120000,33490000,33440000,20970000,112430000,658000,315000
Y55,2017,6,815,3,,여자,50대,4613000,3.2,1.86,1400000,93460000,80420000,58900000,1510000,2920000,4260000,720000,11100000,33730000,33480000,21070000,112760000,714000,338000
Y55,2017,7,815,3,,여자,50대,4616000,3.21,1.87,1330000,93850000,80810000,59140000,1520000,2940000,4270000,720000,11080000,34020000,33570000,21200000,113260000,688000,315000
Y55,2017,8,815,3,,여자,50대,4623000,3.22,1.88,1400000,94190000,81140000,59350000,1540000,2960000,4270000,740000,11080000,34250000,33660000,21370000,113530000,715000,343000
Y55,2017,9,816,3,,여자,50대,4617000,3.24,1.89,1370000,94410000,81310000,59380000,1560000,3000000,4280000,760000,11050000,34510000,33590000,21560000,113570000,716000,312000
Y55,2017,10,816,3,,여자,50대,4619000,3.26,1.9,1400000,94620000,81480000,59420000,1560000,3000000,4290000,800000,11070000,34750000,33490000,21700000,113740000,721000,338000
Y55,2017,11,816,3,,여자,50대,4624000,3.27,1.91,1380000,94860000,81710000,59510000,1590000,3040000,4310000,830000,11010000,34950000,33530000,21830000,113980000,699000,334000
Y55,2017,12,816,3,,여자,50대,4658000,3.26,1.91,1410000,95190000,81920000,59610000,1590000,3060000,4340000,830000,11010000,35170000,33540000,21910000,114190000,710000,356000
L016,2016,1,793,3,서울,,60대,1199000,3.34,2.15,1170000,110170000,96430000,81970000,1100000,1810000,2940000,490000,16260000,38780000,39810000,25330000,139970000,645000,252000
L016,2016,2,832,3,서울,,60대,1201000,2.5,1.39,910000,109690000,95810000,81540000,990000,1610000,2720000,460000,15910000,37160000,41320000,24060000,139060000,490000,206000
L016,2016,3,832,3,서울,,60대,1211000,2.51,1.39,840000,110070000,96100000,81730000,1000000,1630000,2730000,460000,15890000,37320000,41450000,24160000,139520000,465000,176000
L016,2016,4,832,3,서울,,60대,1219000,2.52,1.39,960000,110390000,96240000,81740000,1010000,1630000,2750000,480000,15870000,37570000,41350000,24160000,139740000,535000,201000
L016,2016,5,832,3,서울,,60대,1225000,2.51,1.39,950000,110570000,96310000,81720000,1020000,1650000,2760000,500000,15770000,37700000,41400000,24030000,140040000,532000,202000
L016,2016,6,832,3,서울,,60대,1230000,2.51,1.4,990000,111070000,96510000,81810000,1030000,1650000,2790000,520000,15710000,37890000,41440000,24030000,140320000,560000,209000
L016,2016,7,832,3,서울,,60대,1234000,2.51,1.4,970000,111280000,96700000,81760000,1040000,1680000,2810000,540000,15680000,38200000,41340000,23950000,140850000,552000,198000
L016,2016,8,833,3,서울,,60대,1238000,2.52,1.41,1020000,111400000,96910000,81790000,1050000,1690000,2830000,560000,15650000,38510000,41250000,23910000,141310000,564000,231000
L016,2016,9,833,3,서울,,60대,1243000,2.53,1.41,1000000,111890000,97310000,81900000,1070000,1710000,2900000,580000,15630000,38910000,41250000,24040000,141830000,566000,208000
L016,2016,10,833,3,서울,,60대,1248000,2.53,1.42,1040000,112290000,97650000,82000000,1080000,1720000,2920000,590000,15660000,39230000,41230000,24030000,142310000,575000,244000
L016,2016,11,833,3,서울,,60대,1254000,2.53,1.42,1040000,113070000,98360000,82530000,1110000,1730000,2930000,600000,15680000,39630000,41500000,24080000,143420000,576000,238000
L016,2016,12,834,3,서울,,60대,1260000,2.53,1.43,1000000,113460000,98670000,82640000,1130000,1750000,2960000,610000,15660000,39970000,41470000,24140000,143870000,560000,215000
L016,2017,1,834,3,서울,,60대,1264000,2.53,1.43,1040000,113570000,98770000,82630000,1150000,1770000,2980000,620000,15610000,40180000,41390000,24130000,144200000,589000,220000
L016,2017,2,835,3,서울,,60대,1221000,2.62,1.48,1010000,113970000,99010000,82710000,1190000,1780000,3010000,650000,15570000,40440000,41370000,24060000,144880000,575000,220000
L016,2017,3,835,3,서울,,60대,1222000,2.63,1.48,930000,113780000,98730000,82380000,1210000,1810000,3040000,650000,15530000,40560000,40990000,24020000,144810000,527000,190000
L016,2017,4,835,3,서울,,60대,1229000,2.64,1.49,1070000,113890000,98810000,82270000,1230000,1830000,3070000,660000,15500000,40760000,40880000,23760000,145300000,616000,220000
L016,2017,5,836,3,서울,,60대,1234000,2.64,1.5,1040000,113960000,98830000,82230000,1240000,1860000,3070000,670000,15470000,40960000,40720000,23830000,145360000,600000,220000
L016,2017,6,835,3,서울,,60대,1239000,2.64,1.5,1120000,114280000,99130000,82410000,1250000,1920000,3060000,680000,15440000,41120000,40870000,23850000,145930000,643000,232000
L016,2017,7,836,3,서울,,60대,1242000,2.65,1.51,1080000,114320000,99160000,82390000,1260000,1930000,3070000,650000,15380000,41340000,40720000,23910000,146000000,629000,216000
L016,2017,8,836,3,서울,,60대,1247000,2.65,1.51,1140000,114670000,99420000,82610000,1280000,1940000,3090000,670000,15340000,41580000,40770000,24100000,146340000,644000,253000
L016,2017,9,836,3,서울,,60대,1257000,2.66,1.53,1100000,114970000,99580000,82690000,1290000,1970000,3090000,680000,15290000,41700000,40840000,24220000,146390000,634000,217000
L016,2017,10,836,3,서울,,60대,1262000,2.67,1.53,1190000,115250000,99870000,82760000,1300000,1970000,3080000,730000,15310000,41720000,41070000,24280000,146890000,675000,265000
L016,2017,11,836,3,서울,,60대,1268000,2.67,1.54,1140000,115490000,100160000,82970000,1330000,2020000,3070000,760000,15280000,41640000,41440000,24360000,147350000,638000,250000
L016,2017,12,836,3,서울,,60대,1273000,2.68,1.54,1130000,115570000,100200000,83020000,1330000,2040000,3070000,750000,15210000,41590000,41590000,24250000,147340000,645000,241000
L026,2016,1,767,3,인천,,60대,275000,3.22,2.1,1020000,86200000,74210000,58840000,1150000,2690000,2800000,320000,10360000,33810000,28360000,17730000,96900000,505000,243000
L026,2016,2,810,3,인천,,60대,267000,2.4,1.33,810000,83020000,71490000,56380000,1070000,2370000,2590000,250000,10160000,31290000,28480000,15920000,93620000,387000,198000
L026,2016,3,810,3,인천,,60대,270000,2.41,1.34,740000,83490000,71460000,56300000,1080000,2390000,2600000,270000,10110000,31310000,28450000,15930000,93770000,360000,168000
L026,2016,4,810,3,인천,,60대,272000,2.42,1.34,850000,83430000,71460000,56250000,1090000,2400000,2610000,280000,10130000,31460000,28280000,16020000,93810000,412000,197000
L026,2016,5,811,3,인천,,60대,274000,2.42,1.35,830000,83990000,71700000,56360000,1100000,2430000,2610000,300000,10190000,31570000,28340000,16160000,94130000,411000,197000
L026,2016,6,811,3,인천,,60대,276000,2.42,1.35,880000,84390000,71990000,56520000,1110000,2460000,2630000,330000,10150000,31760000,28460000,16260000,94620000,439000,201000
L026,2016,7,811,3,인천,,60대,277000,2.42,1.36,860000,84600000,72120000,56570000,1120000,2480000,2650000,350000,10090000,31990000,28410000,16260000,94940000,432000,193000
L026,2016,8,813,3,인천,,60대,279000,2.43,1.37,890000,84970000,72450000,56730000,1130000,2510000,2660000,370000,9970000,32320000,28510000,16330000,95420000,435000,217000
L026,2016,9,812,3,인천,,60대,281000,2.44,1.37,880000,85490000,73010000,56920000,1150000,2510000,2760000,370000,9960000,32570000,28810000,16430000,96150000,444000,197000
L026,2016,10,813,3,인천,,60대,283000,2.44,1.38,870000,86220000,73520000,57120000,1160000,2490000,2780000,380000,9990000,32800000,29050000,16480000,96800000,433000,210000
L026,2016,11,813,3,인천,,60대,284000,2.45,1.39,910000,86700000,73870000,57160000,1180000,2530000,2800000,390000,9980000,32990000,29190000,16540000,97340000,443000,221000
L026,2016,12,814,3,인천,,60대,286000,2.45,1.39,880000,86930000,74060000,57180000,1210000,2590000,2840000,400000,9970000,33060000,29300000,16520000,97720000,435000,211000
L026,2017,1,814,3,인천,,60대,288000,2.46,1.4,910000,87170000,74200000,57080000,1240000,2630000,2900000,420000,9990000,33120000,29330000,16580000,98020000,458000,215000
L026,2017,2,815,3,인천,,60대,283000,2.54,1.45,900000,88160000,74730000,57610000,1280000,2650000,2920000,450000,9940000,33540000,29460000,16700000,98780000,454000,217000
L026,2017,3,815,3,인천,,60대,285000,2.55,1.45,820000,88340000,75020000,57790000,1300000,2660000,2970000,480000,9930000,33600000,29680000,16750000,99380000,412000,184000
L026,2017,4,815,3,인천,,60대,287000,2.56,1.46,950000,88470000,75040000,57730000,1330000,2680000,2960000,470000,9870000,33600000,29730000,16800000,99520000,482000,219000
L026,2017,5,815,3,인천,,60대,289000,2.56,1.47,920000,88540000,75140000,57830000,1340000,2690000,3000000,480000,9810000,33740000,29750000,16940000,99550000,469000,217000
L026,2017,6,815,3,인천,,60대,291000,2.57,1.48,990000,88650000,75210000,57840000,1360000,2740000,2990000,500000,9780000,33800000,29760000,16970000,99720000,503000,230000
L026,2017,7,816,3,인천,,60대,292000,2.58,1.48,950000,88980000,75440000,58140000,1370000,2740000,2980000,510000,9710000,33930000,29920000,16960000,100030000,490000,215000
L026,2017,8,816,3,인천,,60대,295000,2.58,1.49,990000,89060000,75540000,58130000,1390000,2770000,2970000,520000,9690000,34170000,29780000,17090000,100150000,499000,237000
L026,2017,9,816,3,인천,,60대,298000,2.6,1.5,950000,89320000,75700000,58210000,1410000,2800000,2990000,540000,9710000,34380000,29690000,17230000,100350000,494000,209000
L026,2017,10,816,3,인천,,60대,300000,2.61,1.51,1000000,89990000,76020000,58390000,1410000,2820000,3030000,560000,9730000,34590000,29790000,17340000,100730000,519000,232000
L026,2017,11,816,3,인천,,60대,303000,2.62,1.52,1000000,90320000,76320000,58520000,1430000,2850000,3030000,580000,9690000,34890000,29800000,17480000,101150000,502000,234000
L026,2017,12,817,3,인천,,60대,305000,2.63,1.52,1010000,90460000,76290000,58450000,1440000,2870000,3070000,590000,9620000,35030000,29690000,17620000,100970000,507000,237000
L036,2016,1,789,3,대전,,60대,155000,3.09,2.1,1040000,86440000,75530000,56140000,960000,2260000,1570000,480000,16590000,19890000,37670000,21280000,97500000,568000,234000
L036,2016,2,831,3,대전,,60대,141000,2.37,1.4,820000,83150000,72540000,53520000,880000,2030000,1350000,530000,16050000,18230000,36980000,19280000,94470000,439000,192000
L036,2016,3,831,3,대전,,60대,143000,2.38,1.4,770000,83080000,72480000,53460000,900000,2060000,1350000,530000,16090000,18240000,36870000,19270000,94860000,418000,170000
L036,2016,4,831,3,대전,,60대,145000,2.39,1.41,870000,83810000,73020000,53780000,910000,2090000,1350000,550000,16090000,18330000,37320000,19280000,95640000,473000,195000
L036,2016,5,832,3,대전,,60대,146000,2.38,1.42,850000,84250000,73340000,54010000,920000,2090000,1360000,540000,16130000,18440000,37480000,19350000,96120000,467000,187000
L036,2016,6,832,3,대전,,60대,147000,2.39,1.42,900000,84540000,73760000,54190000,930000,2110000,1380000,550000,16270000,18610000,37560000,19420000,96800000,495000,196000
L036,2016,7,833,3,대전,,60대,147000,2.39,1.43,880000,84700000,73890000,54070000,940000,2160000,1390000,570000,16240000,18690000,37610000,19280000,97120000,490000,186000
L036,2016,8,833,3,대전,,60대,148000,2.39,1.44,900000,85260000,74360000,54340000,960000,2190000,1390000,550000,16290000,18870000,37840000,19300000,97790000,491000,206000
L036,2016,9,833,3,대전,,60대,149000,2.4,1.44,890000,85510000,74510000,54370000,980000,2210000,1430000,520000,16220000,19040000,37870000,19280000,98030000,492000,194000
L036,2016,10,833,3,대전,,60대,150000,2.4,1.45,910000,85420000,74600000,54390000,990000,2200000,1440000,540000,16210000,19170000,37820000,19300000,98250000,502000,205000
L036,2016,11,834,3,대전,,60대,151000,2.41,1.45,920000,85400000,74770000,54450000,1010000,2180000,1470000,530000,16260000,19260000,37840000,19360000,98590000,500000,214000
L036,2016,12,834,3,대전,,60대,152000,2.41,1.46,910000,85510000,74800000,54350000,1020000,2200000,1500000,510000,16310000,19330000,37720000,19470000,98790000,501000,207000
L036,2017,1,834,3,대전,,60대,153000,2.41,1.46,960000,85850000,75040000,54460000,1050000,2220000,1530000,510000,16320000,19440000,37820000,19450000,99140000,538000,210000
L036,2017,2,835,3,대전,,60대,150000,2.46,1.49,940000,86130000,75060000,54320000,1080000,2240000,1600000,550000,16380000,19440000,37740000,19450000,99550000,528000,210000
L036,2017,3,835,3,대전,,60대,151000,2.48,1.5,850000,86510000,75180000,54210000,1110000,2250000,1630000,550000,16350000,19630000,37660000,19590000,99770000,470000,182000
L036,2017,4,835,3,대전,,60대,152000,2.49,1.51,1000000,86750000,75350000,54270000,1140000,2270000,1630000,550000,16330000,19870000,37580000,19690000,100150000,560000,214000
L036,2017,5,835,3,대전,,60대,153000,2.5,1.51,960000,86670000,75070000,54010000,1140000,2280000,1600000,540000,16340000,20260000,36900000,19960000,99620000,543000,209000
L036,2017,6,835,3,대전,,60대,153000,2.51,1.52,1040000,87190000,75560000,54230000,1160000,2320000,1630000,510000,16430000,20620000,36930000,20150000,100540000,577000,220000
L036,2017,7,835,3,대전,,60대,154000,2.51,1.53,990000,87600000,75880000,54420000,1170000,2320000,1630000,490000,16360000,20990000,36950000,20380000,100920000,559000,207000
L036,2017,8,835,3,대전,,60대,155000,2.52,1.53,1020000,87890000,76090000,54550000,1200000,2330000,1620000,500000,16430000,21160000,36890000,20380000,101310000,564000,226000
L036,2017,9,835,3,대전,,60대,156000,2.54,1.55,980000,88170000,76390000,54610000,1220000,2360000,1630000,510000,16490000,21350000,36930000,20230000,101810000,549000,203000
L036,2017,10,836,3,대전,,60대,157000,2.54,1.56,1040000,88400000,76610000,54720000,1220000,2380000,1630000,530000,16510000,21440000,37030000,20260000,102000000,579000,230000
L036,2017,11,835,3,대전,,60대,158000,2.55,1.56,1020000,88800000,76900000,54890000,1250000,2400000,1610000,550000,16400000,21630000,37210000,20400000,102440000,563000,220000
L036,2017,12,836,3,대전,,60대,159000,2.56,1.57,1040000,88980000,77020000,54840000,1260000,2430000,1620000,570000,16400000,21820000,37140000,20480000,102560000,579000,229000
L046,2016,1,792,3,대구,,60대,268000,3.02,2.09,920000,90840000,79080000,56740000,790000,2320000,2640000,190000,17380000,20970000,39470000,18990000,103390000,516000,228000
L046,2016,2,832,3,대구,,60대,261000,2.29,1.31,680000,90790000,78160000,55320000,720000,2120000,2310000,160000,17820000,19570000,39600000,17520000,101980000,370000,176000
L046,2016,3,834,3,대구,,60대,263000,2.3,1.32,640000,87450000,75420000,53890000,680000,1980000,2200000,160000,19120000,18240000,36960000,17830000,102910000,356000,152000
L046,2016,4,835,3,대구,,60대,265000,2.3,1.32,720000,87900000,75580000,54090000,690000,1970000,2260000,160000,19160000,18560000,36760000,17850000,103260000,398000,175000
L046,2016,5,835,3,대구,,60대,267000,2.3,1.33,690000,88560000,75970000,54280000,700000,1990000,2280000,170000,19220000,18840000,36770000,17830000,103790000,382000,171000
L046,2016,6,835,3,대구,,60대,269000,2.3,1.33,740000,89240000,76620000,54620000,720000,2010000,2320000,180000,19240000,19180000,37050000,17940000,104770000,414000,179000
L046,2016,7,835,3,대구,,60대,270000,2.3,1.33,730000,89830000,77070000,54750000,730000,2020000,2340000,240000,19340000,19500000,37090000,17880000,105540000,412000,174000
L046,2016,8,836,3,대구,,60대,271000,2.3,1.34,740000,90710000,77420000,54910000,740000,2040000,2360000,260000,19340000,19900000,37010000,17890000,106040000,407000,187000
L046,2016,9,836,3,대구,,60대,273000,2.31,1.35,730000,91090000,77790000,55070000,750000,2080000,2440000,250000,19340000,20250000,37020000,18010000,106600000,411000,172000
L046,2016,10,836,3,대구,,60대,274000,2.31,1.35,730000,91570000,78240000,55320000,770000,2090000,2470000,250000,19330000,20530000,37170000,18040000,107190000,405000,183000
L046,2016,11,836,3,대구,,60대,277000,2.32,1.36,760000,92180000,78830000,55670000,800000,2110000,2510000,260000,19430000,20830000,37340000,18100000,107980000,414000,195000
L046,2016,12,836,3,대구,,60대,278000,2.33,1.36,760000,92870000,79450000,56020000,810000,2120000,2580000,260000,19480000,21130000,37600000,18200000,108940000,416000,190000
L046,2017,1,836,3,대구,,60대,280000,2.33,1.37,800000,92850000,79540000,56060000,830000,2130000,2600000,270000,19450000,21400000,37430000,18120000,109130000,448000,195000
L046,2017,2,837,3,대구,,60대,277000,2.37,1.4,780000,93600000,80080000,56450000,860000,2170000,2640000,300000,19380000,21790000,37630000,18140000,110060000,441000,195000
L046,2017,3,837,3,대구,,60대,278000,2.38,1.41,720000,93930000,80130000,56460000,880000,2170000,2660000,340000,19240000,21980000,37600000,18260000,110250000,407000,165000
L046,2017,4,837,3,대구,,60대,280000,2.39,1.42,820000,94240000,80340000,56550000,900000,2180000,2670000,330000,19230000,22210000,37570000,18440000,110730000,466000,192000
L046,2017,5,837,3,대구,,60대,281000,2.4,1.43,790000,94680000,80760000,56820000,910000,2180000,2670000,320000,19250000,22500000,37680000,18440000,111490000,450000,188000
L046,2017,6,838,3,대구,,60대,282000,2.41,1.44,850000,94760000,80820000,56880000,920000,2220000,2650000,320000,19230000,22710000,37550000,18400000,111850000,484000,200000
L046,2017,7,838,3,대구,,60대,283000,2.41,1.45,820000,94990000,81090000,57030000,940000,2240000,2670000,310000,19230000,23050000,37460000,18310000,112560000,473000,188000
L046,2017,8,838,3,대구,,60대,284000,2.42,1.45,840000,94990000,81020000,56930000,960000,2250000,2690000,310000,19200000,23360000,37090000,18350000,112410000,474000,204000
L046,2017,9,838,3,대구,,60대,287000,2.44,1.47,820000,95250000,81270000,57010000,980000,2270000,2740000,320000,19200000,23780000,36890000,18490000,112830000,471000,185000
L046,2017,10,838,3,대구,,60대,288000,2.44,1.47,860000,95470000,81480000,57060000,980000,2260000,2740000,330000,19230000,23870000,36980000,18640000,113120000,491000,205000
L046,2017,11,838,3,대구,,60대,290000,2.45,1.48,860000,95950000,81720000,57050000,1020000,2280000,2800000,340000,19150000,24330000,36790000,18720000,113690000,487000,206000
L046,2017,12,839,3,대구,,60대,292000,2.46,1.49,890000,96450000,82050000,57040000,1030000,2270000,2880000,360000,19170000,24510000,36900000,18640000,114270000,503000,215000
L056,2016,1,788,3,광주,,60대,133000,3.22,2.13,1000000,72170000,63930000,47760000,830000,2130000,1250000,320000,17780000,14810000,30100000,22290000,82370000,537000,236000
L056,2016,2,829,3,광주,,60대,132000,2.31,1.28,770000,68440000,60280000,45160000,760000,1870000,1080000,260000,16340000,13830000,28990000,20690000,78630000,409000,193000
L056,2016,3,830,3,광주,,60대,133000,2.32,1.29,740000,68590000,60320000,45190000,770000,1890000,1070000,270000,16340000,13910000,28920000,20690000,79020000,398000,170000
L056,2016,4,830,3,광주,,60대,134000,2.33,1.29,820000,69220000,60870000,45560000,760000,1890000,1080000,280000,16610000,14130000,28990000,20720000,79970000,440000,197000
L056,2016,5,830,3,광주,,60대,134000,2.33,1.29,800000,70020000,61750000,46230000,770000,1890000,1100000,300000,16740000,14400000,29460000,20850000,81360000,435000,187000
L056,2016,6,831,3,광주,,60대,135000,2.34,1.3,860000,70550000,62130000,46480000,770000,1900000,1160000,300000,16820000,14770000,29390000,21030000,81910000,472000,197000
L056,2016,7,831,3,광주,,60대,135000,2.34,1.3,830000,71250000,62820000,46690000,780000,1920000,1180000,320000,16950000,14970000,29740000,21030000,82930000,467000,185000
L056,2016,8,832,3,광주,,60대,136000,2.35,1.31,850000,71780000,63440000,47170000,790000,1910000,1180000,320000,16960000,15190000,30120000,21210000,83870000,458000,205000
L056,2016,9,831,3,광주,,60대,137000,2.36,1.32,850000,72050000,63640000,47210000,800000,1940000,1240000,320000,16940000,15490000,30020000,21080000,84380000,459000,188000
L056,2016,10,832,3,광주,,60대,137000,2.37,1.32,860000,73040000,63940000,47320000,810000,1960000,1260000,330000,17000000,15580000,30180000,21000000,84680000,472000,196000
L056,2016,11,832,3,광주,,60대,138000,2.27,1.33,890000,73610000,64450000,47560000,830000,1970000,1300000,330000,16960000,15930000,30340000,21160000,85310000,480000,217000
L056,2016,12,831,3,광주,,60대,138000,2.29,1.33,880000,74240000,64890000,47650000,850000,2010000,1380000,350000,17080000,16060000,30510000,21160000,86080000,476000,208000
L056,2017,1,832,3,광주,,60대,139000,2.3,1.34,910000,74790000,65330000,47960000,860000,2030000,1380000,350000,17150000,16190000,30740000,21020000,86800000,510000,210000
L056,2017,2,833,3,광주,,60대,138000,2.37,1.38,900000,75160000,65570000,48100000,900000,2100000,1410000,380000,17270000,16410000,30600000,21020000,87100000,502000,208000
L056,2017,3,833,3,광주,,60대,138000,2.38,1.38,810000,75240000,65590000,47870000,910000,2120000,1420000,380000,17200000,16600000,30470000,20930000,87380000,449000,181000
L056,2017,4,833,3,광주,,60대,139000,2.39,1.39,950000,75260000,65760000,47740000,920000,2280000,1400000,360000,17170000,16820000,30450000,21050000,87750000,534000,218000
L056,2017,5,833,3,광주,,60대,140000,2.4,1.4,910000,75610000,66160000,48020000,930000,2300000,1400000,350000,17230000,17130000,30470000,21160000,88310000,518000,207000
L056,2017,6,833,3,광주,,60대,140000,2.41,1.41,970000,75480000,66130000,47920000,940000,2310000,1410000,350000,17220000,17260000,30310000,21110000,88320000,548000,217000
L056,2017,7,833,3,광주,,60대,141000,2.42,1.41,960000,76010000,66440000,47930000,950000,2320000,1430000,360000,17180000,17610000,30290000,21220000,88840000,549000,204000
L056,2017,8,833,3,광주,,60대,142000,2.42,1.42,990000,76350000,66530000,47830000,970000,2340000,1430000,360000,17200000,17820000,30120000,21270000,88920000,554000,226000
L056,2017,9,833,3,광주,,60대,143000,2.45,1.43,960000,77210000,67110000,48250000,980000,2360000,1420000,350000,17260000,18140000,30290000,21480000,89780000,542000,205000
L056,2017,10,833,3,광주,,60대,144000,2.46,1.44,1010000,77480000,67330000,48500000,990000,2380000,1420000,370000,17210000,18540000,30170000,21680000,89910000,563000,227000
L056,2017,11,833,3,광주,,60대,145000,2.46,1.45,970000,78910000,67880000,49030000,1020000,2390000,1420000,370000,17050000,19000000,30340000,21500000,90480000,537000,218000
L056,2017,12,833,3,광주,,60대,146000,2.47,1.46,1010000,79450000,68380000,49160000,1010000,2420000,1460000,390000,17270000,19160000,30480000,21430000,91010000,559000,233000
L066,2016,1,785,3,부산,,60대,433000,3.27,2.17,990000,81320000,70080000,52010000,1100000,2320000,2690000,270000,11950000,24580000,31920000,19040000,94870000,492000,264000
L066,2016,2,827,3,부산,,60대,440000,2.36,1.33,780000,79230000,68130000,50110000,1000000,2060000,2460000,250000,11740000,23320000,31580000,17720000,91710000,381000,212000
L066,2016,3,827,3,부산,,60대,443000,2.37,1.34,720000,79790000,68550000,50390000,1010000,2080000,2480000,260000,11780000,23470000,31800000,17760000,92560000,357000,185000
L066,2016,4,828,3,부산,,60대,447000,2.38,1.34,810000,80110000,68910000,50700000,1020000,2090000,2520000,270000,11780000,23690000,31920000,17770000,93140000,399000,212000
L066,2016,5,828,3,부산,,60대,449000,2.38,1.35,790000,80630000,69320000,50960000,1030000,2110000,2540000,270000,11820000,23910000,32070000,17880000,93610000,392000,210000
L066,2016,6,828,3,부산,,60대,452000,2.39,1.36,830000,81520000,69980000,51290000,1040000,2130000,2540000,290000,11920000,24180000,32340000,18010000,94420000,413000,218000
L066,2016,7,828,3,부산,,60대,454000,2.39,1.36,830000,82070000,70620000,51500000,1040000,2130000,2590000,300000,12060000,24400000,32600000,17990000,95440000,420000,209000
L066,2016,8,829,3,부산,,60대,455000,2.39,1.37,840000,82660000,71150000,51870000,1050000,2140000,2630000,320000,12050000,24670000,32860000,18040000,96330000,425000,225000
L066,2016,9,829,3,부산,,60대,458000,2.41,1.38,840000,83480000,71790000,52300000,1070000,2140000,2720000,340000,12040000,25050000,33100000,18170000,97170000,426000,211000
L066,2016,10,829,3,부산,,60대,460000,2.41,1.38,830000,84100000,72260000,52630000,1090000,2160000,2770000,340000,12060000,25370000,33210000,18260000,97930000,414000,221000
L066,2016,11,829,3,부산,,60대,462000,2.41,1.39,860000,84730000,72770000,52870000,1110000,2180000,2840000,350000,12030000,25780000,33300000,18400000,98650000,427000,236000
L066,2016,12,830,3,부산,,60대,465000,2.42,1.39,850000,85410000,73320000,53180000,1130000,2200000,2930000,350000,12060000,26020000,33570000,18430000,99420000,423000,229000
L066,2017,1,830,3,부산,,60대,467000,2.43,1.4,880000,85870000,73690000,53160000,1150000,2230000,2990000,350000,12150000,26270000,33580000,18410000,100190000,450000,227000
L066,2017,2,831,3,부산,,60대,458000,2.51,1.45,870000,87420000,74870000,53780000,1180000,2250000,3090000,380000,12170000,26610000,34370000,18680000,101900000,447000,232000
L066,2017,3,831,3,부산,,60대,459000,2.52,1.45,810000,87700000,74940000,53950000,1190000,2270000,3150000,390000,12130000,26780000,34280000,18740000,102160000,419000,199000
L066,2017,4,831,3,부산,,60대,462000,2.53,1.46,920000,88250000,75380000,54200000,1220000,2330000,3180000,410000,12150000,27160000,34300000,18940000,102840000,475000,235000
L066,2017,5,831,3,부산,,60대,464000,2.53,1.47,880000,88700000,75840000,54470000,1230000,2330000,3200000,420000,12100000,27450000,34510000,19020000,103560000,452000,228000
L066,2017,6,831,3,부산,,60대,466000,2.54,1.48,950000,89180000,76200000,54710000,1250000,2360000,3230000,430000,12080000,27730000,34590000,19160000,104190000,493000,243000
L066,2017,7,831,3,부산,,60대,468000,2.55,1.48,930000,89530000,76490000,54980000,1260000,2380000,3250000,430000,12020000,27730000,34930000,19270000,104670000,485000,229000
L066,2017,8,831,3,부산,,60대,470000,2.55,1.49,960000,89870000,76830000,55240000,1280000,2400000,3260000,460000,12060000,27490000,35430000,19480000,105140000,494000,250000
